,VOLUME,TAVG_Calc,PRCP,SNOW,Collision_Count_Hr,Target_Volume_1hr,Lag_Volume_1hr,Hour_of_Day,Day_of_Week
2025-01-01 01:00:00,1901.7,41.0,7.28,1.0,0,1432.05,1554.0,1,2
2025-01-01 02:00:00,1432.05,41.0,7.28,1.0,3,798.05,1901.7,2,2
2025-01-01 03:00:00,798.05,41.0,7.28,1.0,1,600.55,1432.05,3,2
2025-01-01 04:00:00,600.55,41.0,7.28,1.0,0,696.0,798.05,4,2
2025-01-01 05:00:00,696.0,41.0,7.28,1.0,1,860.55,600.55,5,2
2025-01-01 06:00:00,860.55,41.0,7.28,1.0,0,906.25,696.0,6,2
2025-01-01 07:00:00,906.25,41.0,7.28,1.0,0,1160.55,860.55,7,2
2025-01-01 08:00:00,1160.55,41.0,7.28,1.0,1,1680.6,906.25,8,2
2025-01-01 09:00:00,1680.6,41.0,7.28,1.0,0,2244.3,1160.55,9,2
2025-01-01 10:00:00,2244.3,41.0,7.28,1.0,0,2844.95,1680.6,10,2
2025-01-01 11:00:00,2844.95,41.0,7.28,1.0,0,3240.0,2244.3,11,2
2025-01-01 12:00:00,3240.0,41.0,7.28,1.0,0,3483.6,2844.95,12,2
2025-01-01 13:00:00,3483.6,41.0,7.28,1.0,0,3568.45,3240.0,13,2
2025-01-01 14:00:00,3568.45,41.0,7.28,1.0,0,3527.7,3483.6,14,2
2025-01-01 15:00:00,3527.7,41.0,7.28,1.0,0,3350.15,3568.45,15,2
2025-01-01 16:00:00,3350.15,41.0,7.28,1.0,0,3144.85,3527.7,16,2
2025-01-01 17:00:00,3144.85,41.0,7.28,1.0,0,2785.85,3350.15,17,2
2025-01-01 18:00:00,2785.85,41.0,7.28,1.0,1,2415.0,3144.85,18,2
2025-01-01 19:00:00,2415.0,41.0,7.28,1.0,0,2098.25,2785.85,19,2
2025-01-01 20:00:00,2098.25,41.0,7.28,1.0,1,1718.4,2415.0,20,2
2025-01-01 21:00:00,1718.4,41.0,7.28,1.0,0,1257.6,2098.25,21,2
2025-01-01 22:00:00,1257.6,41.0,7.28,1.0,0,806.8,1718.4,22,2
2025-01-01 23:00:00,806.8,41.0,7.28,1.0,0,515.85,1257.6,23,2
2025-01-02 00:00:00,515.85,42.0,2.77,0.0,0,337.25,806.8,0,3
2025-01-02 01:00:00,337.25,42.0,2.77,0.0,0,279.4,515.85,1,3
2025-01-02 02:00:00,279.4,42.0,2.77,0.0,0,460.2,337.25,2,3
2025-01-02 03:00:00,460.2,42.0,2.77,0.0,0,1101.8,279.4,3,3
2025-01-02 04:00:00,1101.8,42.0,2.77,0.0,0,2331.7,460.2,4,3
2025-01-02 05:00:00,2331.7,42.0,2.77,0.0,0,3250.25,1101.8,5,3
2025-01-02 06:00:00,3250.25,42.0,2.77,0.0,0,3856.05,2331.7,6,3
2025-01-02 07:00:00,3856.05,42.0,2.77,0.0,2,3867.1,3250.25,7,3
2025-01-02 08:00:00,3867.1,42.0,2.77,0.0,1,3934.6,3856.05,8,3
2025-01-02 09:00:00,3934.6,42.0,2.77,0.0,0,3918.05,3867.1,9,3
2025-01-02 10:00:00,3918.05,42.0,2.77,0.0,0,4079.9,3934.6,10,3
2025-01-02 11:00:00,4079.9,42.0,2.77,0.0,1,4382.6,3918.05,11,3
2025-01-02 12:00:00,4382.6,42.0,2.77,0.0,0,4575.35,4079.9,12,3
2025-01-02 13:00:00,4575.35,42.0,2.77,0.0,0,4766.3,4382.6,13,3
2025-01-02 14:00:00,4766.3,42.0,2.77,0.0,1,4751.3,4575.35,14,3
2025-01-02 15:00:00,4751.3,42.0,2.77,0.0,0,4714.75,4766.3,15,3
2025-01-02 16:00:00,4714.75,42.0,2.77,0.0,1,4567.15,4751.3,16,3
2025-01-02 17:00:00,4567.15,42.0,2.77,0.0,0,3661.4,4714.75,17,3
2025-01-02 18:00:00,3661.4,42.0,2.77,0.0,1,2843.95,4567.15,18,3
2025-01-02 19:00:00,2843.95,42.0,2.77,0.0,0,2415.85,3661.4,19,3
2025-01-02 20:00:00,2415.85,42.0,2.77,0.0,1,2086.8,2843.95,20,3
2025-01-02 21:00:00,2086.8,42.0,2.77,0.0,1,1683.15,2415.85,21,3
2025-01-02 22:00:00,1683.15,42.0,2.77,0.0,0,1030.1,2086.8,22,3
2025-01-02 23:00:00,1030.1,42.0,2.77,0.0,1,633.0,1683.15,23,3
2025-01-03 00:00:00,633.0,43.0,22.65,0.0,0,417.6,1030.1,0,4
2025-01-03 01:00:00,417.6,43.0,22.65,0.0,0,382.05,633.0,1,4
2025-01-03 02:00:00,382.05,43.0,22.65,0.0,0,509.35,417.6,2,4
2025-01-03 03:00:00,509.35,43.0,22.65,0.0,0,1060.6,382.05,3,4
2025-01-03 04:00:00,1060.6,43.0,22.65,0.0,0,2156.1,509.35,4,4
2025-01-03 05:00:00,2156.1,43.0,22.65,0.0,0,3059.2,1060.6,5,4
2025-01-03 06:00:00,3059.2,43.0,22.65,0.0,1,3491.25,2156.1,6,4
2025-01-03 07:00:00,3491.25,43.0,22.65,0.0,0,3644.05,3059.2,7,4
2025-01-03 08:00:00,3644.05,43.0,22.65,0.0,0,3787.2,3491.25,8,4
2025-01-03 09:00:00,3787.2,43.0,22.65,0.0,1,3857.7,3644.05,9,4
2025-01-03 10:00:00,3857.7,43.0,22.65,0.0,1,4151.4,3787.2,10,4
2025-01-03 11:00:00,4151.4,43.0,22.65,0.0,0,4327.6,3857.7,11,4
2025-01-03 12:00:00,4327.6,43.0,22.65,0.0,2,4587.7,4151.4,12,4
2025-01-03 13:00:00,4587.7,43.0,22.65,0.0,0,4679.9,4327.6,13,4
2025-01-03 14:00:00,4679.9,43.0,22.65,0.0,1,4732.45,4587.7,14,4
2025-01-03 15:00:00,4732.45,43.0,22.65,0.0,0,4669.7,4679.9,15,4
2025-01-03 16:00:00,4669.7,43.0,22.65,0.0,0,4546.45,4732.45,16,4
2025-01-03 17:00:00,4546.45,43.0,22.65,0.0,0,3967.2,4669.7,17,4
2025-01-03 18:00:00,3967.2,43.0,22.65,0.0,0,3223.8,4546.45,18,4
2025-01-03 19:00:00,3223.8,43.0,22.65,0.0,1,2676.05,3967.2,19,4
2025-01-03 20:00:00,2676.05,43.0,22.65,0.0,2,2344.25,3223.8,20,4
2025-01-03 21:00:00,2344.25,43.0,22.65,0.0,0,1822.25,2676.05,21,4
2025-01-03 22:00:00,1822.25,43.0,22.65,0.0,2,1331.9,2344.25,22,4
2025-01-03 23:00:00,1331.9,43.0,22.65,0.0,1,848.55,1822.25,23,4
2025-01-04 00:00:00,848.55,43.0,43.14,0.0,0,558.45,1331.9,0,5
2025-01-04 01:00:00,558.45,43.0,43.14,0.0,0,443.3,848.55,1,5
2025-01-04 02:00:00,443.3,43.0,43.14,0.0,1,418.7,558.45,2,5
2025-01-04 03:00:00,418.7,43.0,43.14,0.0,0,561.15,443.3,3,5
2025-01-04 04:00:00,561.15,43.0,43.14,0.0,0,883.3,418.7,4,5
2025-01-04 05:00:00,883.3,43.0,43.14,0.0,1,1354.55,561.15,5,5
2025-01-04 06:00:00,1354.55,43.0,43.14,0.0,0,1784.7,883.3,6,5
2025-01-04 07:00:00,1784.7,43.0,43.14,0.0,0,2409.2,1354.55,7,5
2025-01-04 08:00:00,2409.2,43.0,43.14,0.0,0,3177.5,1784.7,8,5
2025-01-04 09:00:00,3177.5,43.0,43.14,0.0,1,3712.95,2409.2,9,5
2025-01-04 10:00:00,3712.95,43.0,43.14,0.0,0,4118.75,3177.5,10,5
2025-01-04 11:00:00,4118.75,43.0,43.14,0.0,0,4387.45,3712.95,11,5
2025-01-04 12:00:00,4387.45,43.0,43.14,0.0,1,4447.1,4118.75,12,5
2025-01-04 13:00:00,4447.1,43.0,43.14,0.0,0,4471.65,4387.45,13,5
2025-01-04 14:00:00,4471.65,43.0,43.14,0.0,1,4452.4,4447.1,14,5
2025-01-04 15:00:00,4452.4,43.0,43.14,0.0,0,4238.5,4471.65,15,5
2025-01-04 16:00:00,4238.5,43.0,43.14,0.0,0,4180.25,4452.4,16,5
2025-01-04 17:00:00,4180.25,43.0,43.14,0.0,0,3685.05,4238.5,17,5
2025-01-04 18:00:00,3685.05,43.0,43.14,0.0,0,3032.75,4180.25,18,5
2025-01-04 19:00:00,3032.75,43.0,43.14,0.0,1,2687.15,3685.05,19,5
2025-01-04 20:00:00,2687.15,43.0,43.14,0.0,0,2446.25,3032.75,20,5
2025-01-04 21:00:00,2446.25,43.0,43.14,0.0,1,2032.25,2687.15,21,5
2025-01-04 22:00:00,2032.25,43.0,43.14,0.0,2,1311.8,2446.25,22,5
2025-01-04 23:00:00,1311.8,43.0,43.14,0.0,1,875.6,2032.25,23,5
2025-01-05 00:00:00,875.6,46.0,37.31,0.0,0,591.85,1311.8,0,6
2025-01-05 01:00:00,591.85,46.0,37.31,0.0,1,433.55,875.6,1,6
2025-01-05 02:00:00,433.55,46.0,37.31,0.0,0,382.6,591.85,2,6
2025-01-05 03:00:00,382.6,46.0,37.31,0.0,1,483.1,433.55,3,6
2025-01-05 04:00:00,483.1,46.0,37.31,0.0,0,735.7,382.6,4,6
2025-01-05 05:00:00,735.7,46.0,37.31,0.0,0,1091.0,483.1,5,6
2025-01-05 06:00:00,1091.0,46.0,37.31,0.0,1,1336.85,735.7,6,6
2025-01-05 07:00:00,1336.85,46.0,37.31,0.0,0,1830.1,1091.0,7,6
2025-01-05 08:00:00,1830.1,46.0,37.31,0.0,0,2655.65,1336.85,8,6
2025-01-05 09:00:00,2655.65,46.0,37.31,0.0,2,3317.2,1830.1,9,6
2025-01-05 10:00:00,3317.2,46.0,37.31,0.0,1,3785.25,2655.65,10,6
2025-01-05 11:00:00,3785.25,46.0,37.31,0.0,0,4201.5,3317.2,11,6
2025-01-05 12:00:00,4201.5,46.0,37.31,0.0,0,4314.95,3785.25,12,6
2025-01-05 13:00:00,4314.95,46.0,37.31,0.0,0,4288.6,4201.5,13,6
2025-01-05 14:00:00,4288.6,46.0,37.31,0.0,1,4175.9,4314.95,14,6
2025-01-05 15:00:00,4175.9,46.0,37.31,0.0,0,4271.15,4288.6,15,6
2025-01-05 16:00:00,4271.15,46.0,37.31,0.0,0,3883.05,4175.9,16,6
2025-01-05 17:00:00,3883.05,46.0,37.31,0.0,0,3364.55,4271.15,17,6
2025-01-05 18:00:00,3364.55,46.0,37.31,0.0,1,2816.25,3883.05,18,6
2025-01-05 19:00:00,2816.25,46.0,37.31,0.0,1,2341.55,3364.55,19,6
2025-01-05 20:00:00,2341.55,46.0,37.31,0.0,1,1911.9,2816.25,20,6
2025-01-05 21:00:00,1911.9,46.0,37.31,0.0,1,1315.3,2341.55,21,6
2025-01-05 22:00:00,1315.3,46.0,37.31,0.0,1,852.4,1911.9,22,6
2025-01-05 23:00:00,852.4,46.0,37.31,0.0,0,603.9,1315.3,23,6
2025-01-06 00:00:00,603.9,45.0,5.08,0.0,1,411.6,852.4,0,0
2025-01-06 01:00:00,411.6,45.0,5.08,0.0,0,313.05,603.9,1,0
2025-01-06 02:00:00,313.05,45.0,5.08,0.0,0,485.55,411.6,2,0
2025-01-06 03:00:00,485.55,45.0,5.08,0.0,0,1228.4,313.05,3,0
2025-01-06 04:00:00,1228.4,45.0,5.08,0.0,0,2688.65,485.55,4,0
2025-01-06 05:00:00,2688.65,45.0,5.08,0.0,1,3849.4,1228.4,5,0
2025-01-06 06:00:00,3849.4,45.0,5.08,0.0,0,4788.1,2688.65,6,0
2025-01-06 07:00:00,4788.1,45.0,5.08,0.0,0,4824.3,3849.4,7,0
2025-01-06 08:00:00,4824.3,45.0,5.08,0.0,0,4337.25,4788.1,8,0
2025-01-06 09:00:00,4337.25,45.0,5.08,0.0,2,3880.5,4824.3,9,0
2025-01-06 10:00:00,3880.5,45.0,5.08,0.0,0,3854.3,4337.25,10,0
2025-01-06 11:00:00,3854.3,45.0,5.08,0.0,2,4122.0,3880.5,11,0
2025-01-06 12:00:00,4122.0,45.0,5.08,0.0,0,4366.8,3854.3,12,0
2025-01-06 13:00:00,4366.8,45.0,5.08,0.0,1,4870.9,4122.0,13,0
2025-01-06 14:00:00,4870.9,45.0,5.08,0.0,0,5175.95,4366.8,14,0
2025-01-06 15:00:00,5175.95,45.0,5.08,0.0,0,5050.4,4870.9,15,0
2025-01-06 16:00:00,5050.4,45.0,5.08,0.0,1,4859.15,5175.95,16,0
2025-01-06 17:00:00,4859.15,45.0,5.08,0.0,1,3893.5,5050.4,17,0
2025-01-06 18:00:00,3893.5,45.0,5.08,0.0,1,2850.0,4859.15,18,0
2025-01-06 19:00:00,2850.0,45.0,5.08,0.0,0,2333.15,3893.5,19,0
2025-01-06 20:00:00,2333.15,45.0,5.08,0.0,0,1893.75,2850.0,20,0
2025-01-06 21:00:00,1893.75,45.0,5.08,0.0,0,1514.05,2333.15,21,0
2025-01-06 22:00:00,1514.05,45.0,5.08,0.0,0,933.7,1893.75,22,0
2025-01-06 23:00:00,933.7,45.0,5.08,0.0,1,547.8,1514.05,23,0
2025-01-07 00:00:00,547.8,41.0,0.42,0.0,1,366.45,933.7,0,1
2025-01-07 01:00:00,366.45,41.0,0.42,0.0,0,354.9,547.8,1,1
2025-01-07 02:00:00,354.9,41.0,0.42,0.0,0,514.75,366.45,2,1
2025-01-07 03:00:00,514.75,41.0,0.42,0.0,0,1264.95,354.9,3,1
2025-01-07 04:00:00,1264.95,41.0,0.42,0.0,0,2751.6,514.75,4,1
2025-01-07 05:00:00,2751.6,41.0,0.42,0.0,1,3885.5,1264.95,5,1
2025-01-07 06:00:00,3885.5,41.0,0.42,0.0,0,4614.05,2751.6,6,1
2025-01-07 07:00:00,4614.05,41.0,0.42,0.0,0,4705.55,3885.5,7,1
2025-01-07 08:00:00,4705.55,41.0,0.42,0.0,2,4591.3,4614.05,8,1
2025-01-07 09:00:00,4591.3,41.0,0.42,0.0,0,4126.7,4705.55,9,1
2025-01-07 10:00:00,4126.7,41.0,0.42,0.0,0,4027.75,4591.3,10,1
2025-01-07 11:00:00,4027.75,41.0,0.42,0.0,0,4221.5,4126.7,11,1
2025-01-07 12:00:00,4221.5,41.0,0.42,0.0,0,4444.4,4027.75,12,1
2025-01-07 13:00:00,4444.4,41.0,0.42,0.0,0,4890.05,4221.5,13,1
2025-01-07 14:00:00,4890.05,41.0,0.42,0.0,0,5077.2,4444.4,14,1
2025-01-07 15:00:00,5077.2,41.0,0.42,0.0,1,4890.7,4890.05,15,1
2025-01-07 16:00:00,4890.7,41.0,0.42,0.0,1,4617.0,5077.2,16,1
2025-01-07 17:00:00,4617.0,41.0,0.42,0.0,1,4074.2,4890.7,17,1
2025-01-07 18:00:00,4074.2,41.0,0.42,0.0,1,3090.7,4617.0,18,1
2025-01-07 19:00:00,3090.7,41.0,0.42,0.0,0,2456.55,4074.2,19,1
2025-01-07 20:00:00,2456.55,41.0,0.42,0.0,1,1989.2,3090.7,20,1
2025-01-07 21:00:00,1989.2,41.0,0.42,0.0,0,1447.1,2456.55,21,1
2025-01-07 22:00:00,1447.1,41.0,0.42,0.0,3,858.8,1989.2,22,1
2025-01-07 23:00:00,858.8,41.0,0.42,0.0,0,499.2,1447.1,23,1
2025-01-08 00:00:00,499.2,44.0,7.87,0.0,0,353.35,858.8,0,2
2025-01-08 01:00:00,353.35,44.0,7.87,0.0,0,343.9,499.2,1,2
2025-01-08 02:00:00,343.9,44.0,7.87,0.0,0,508.15,353.35,2,2
2025-01-08 03:00:00,508.15,44.0,7.87,0.0,1,1236.15,343.9,3,2
2025-01-08 04:00:00,1236.15,44.0,7.87,0.0,1,2689.05,508.15,4,2
2025-01-08 05:00:00,2689.05,44.0,7.87,0.0,0,3922.8,1236.15,5,2
2025-01-08 06:00:00,3922.8,44.0,7.87,0.0,0,4859.2,2689.05,6,2
2025-01-08 07:00:00,4859.2,44.0,7.87,0.0,1,4878.4,3922.8,7,2
2025-01-08 08:00:00,4878.4,44.0,7.87,0.0,2,4612.85,4859.2,8,2
2025-01-08 09:00:00,4612.85,44.0,7.87,0.0,1,4037.7,4878.4,9,2
2025-01-08 10:00:00,4037.7,44.0,7.87,0.0,0,3909.15,4612.85,10,2
2025-01-08 11:00:00,3909.15,44.0,7.87,0.0,0,4172.45,4037.7,11,2
2025-01-08 12:00:00,4172.45,44.0,7.87,0.0,2,4490.35,3909.15,12,2
2025-01-08 13:00:00,4490.35,44.0,7.87,0.0,0,4696.55,4172.45,13,2
2025-01-08 14:00:00,4696.55,44.0,7.87,0.0,1,4723.5,4490.35,14,2
2025-01-08 15:00:00,4723.5,44.0,7.87,0.0,0,4623.25,4696.55,15,2
2025-01-08 16:00:00,4623.25,44.0,7.87,0.0,0,4552.95,4723.5,16,2
2025-01-08 17:00:00,4552.95,44.0,7.87,0.0,0,4297.6,4623.25,17,2
2025-01-08 18:00:00,4297.6,44.0,7.87,0.0,0,3242.2,4552.95,18,2
2025-01-08 19:00:00,3242.2,44.0,7.87,0.0,0,2626.05,4297.6,19,2
2025-01-08 20:00:00,2626.05,44.0,7.87,0.0,1,2172.65,3242.2,20,2
2025-01-08 21:00:00,2172.65,44.0,7.87,0.0,0,1543.7,2626.05,21,2
2025-01-08 22:00:00,1543.7,44.0,7.87,0.0,0,913.25,2172.65,22,2
2025-01-08 23:00:00,913.25,44.0,7.87,0.0,2,522.95,1543.7,23,2
2025-01-09 00:00:00,522.95,44.0,0.37,0.0,0,355.85,913.25,0,3
2025-01-09 01:00:00,355.85,44.0,0.37,0.0,0,357.65,522.95,1,3
2025-01-09 02:00:00,357.65,44.0,0.37,0.0,0,514.3,355.85,2,3
2025-01-09 03:00:00,514.3,44.0,0.37,0.0,0,1163.55,357.65,3,3
2025-01-09 04:00:00,1163.55,44.0,0.37,0.0,0,2595.95,514.3,4,3
2025-01-09 05:00:00,2595.95,44.0,0.37,0.0,0,3895.25,1163.55,5,3
2025-01-09 06:00:00,3895.25,44.0,0.37,0.0,0,4814.75,2595.95,6,3
2025-01-09 07:00:00,4814.75,44.0,0.37,0.0,1,4961.9,3895.25,7,3
2025-01-09 08:00:00,4961.9,44.0,0.37,0.0,0,4674.65,4814.75,8,3
2025-01-09 09:00:00,4674.65,44.0,0.37,0.0,3,4189.35,4961.9,9,3
2025-01-09 10:00:00,4189.35,44.0,0.37,0.0,0,4136.65,4674.65,10,3
2025-01-09 11:00:00,4136.65,44.0,0.37,0.0,0,4333.15,4189.35,11,3
2025-01-09 12:00:00,4333.15,44.0,0.37,0.0,0,4526.3,4136.65,12,3
2025-01-09 13:00:00,4526.3,44.0,0.37,0.0,1,4505.1,4333.15,13,3
2025-01-09 14:00:00,4505.1,44.0,0.37,0.0,2,4778.15,4526.3,14,3
2025-01-09 15:00:00,4778.15,44.0,0.37,0.0,1,4568.15,4505.1,15,3
2025-01-09 16:00:00,4568.15,44.0,0.37,0.0,0,4601.8,4778.15,16,3
2025-01-09 17:00:00,4601.8,44.0,0.37,0.0,0,4262.6,4568.15,17,3
2025-01-09 18:00:00,4262.6,44.0,0.37,0.0,1,3371.4,4601.8,18,3
2025-01-09 19:00:00,3371.4,44.0,0.37,0.0,0,2748.9,4262.6,19,3
2025-01-09 20:00:00,2748.9,44.0,0.37,0.0,1,2303.65,3371.4,20,3
2025-01-09 21:00:00,2303.65,44.0,0.37,0.0,0,1693.4,2748.9,21,3
2025-01-09 22:00:00,1693.4,44.0,0.37,0.0,1,975.8,2303.65,22,3
2025-01-09 23:00:00,975.8,44.0,0.37,0.0,0,554.75,1693.4,23,3
2025-01-10 00:00:00,554.75,45.0,26.41,0.0,1,385.25,975.8,0,4
2025-01-10 01:00:00,385.25,45.0,26.41,0.0,1,371.3,554.75,1,4
2025-01-10 02:00:00,371.3,45.0,26.41,0.0,0,514.45,385.25,2,4
2025-01-10 03:00:00,514.45,45.0,26.41,0.0,0,1141.45,371.3,3,4
2025-01-10 04:00:00,1141.45,45.0,26.41,0.0,0,2305.4,514.45,4,4
2025-01-10 05:00:00,2305.4,45.0,26.41,0.0,0,3357.65,1141.45,5,4
2025-01-10 06:00:00,3357.65,45.0,26.41,0.0,1,4340.8,2305.4,6,4
2025-01-10 07:00:00,4340.8,45.0,26.41,0.0,3,4516.5,3357.65,7,4
2025-01-10 08:00:00,4516.5,45.0,26.41,0.0,2,4377.6,4340.8,8,4
2025-01-10 09:00:00,4377.6,45.0,26.41,0.0,2,4084.35,4516.5,9,4
2025-01-10 10:00:00,4084.35,45.0,26.41,0.0,0,4169.55,4377.6,10,4
2025-01-10 11:00:00,4169.55,45.0,26.41,0.0,0,4444.85,4084.35,11,4
2025-01-10 12:00:00,4444.85,45.0,26.41,0.0,0,4791.6,4169.55,12,4
2025-01-10 13:00:00,4791.6,45.0,26.41,0.0,2,5063.1,4444.85,13,4
2025-01-10 14:00:00,5063.1,45.0,26.41,0.0,1,5088.2,4791.6,14,4
2025-01-10 15:00:00,5088.2,45.0,26.41,0.0,0,4914.2,5063.1,15,4
2025-01-10 16:00:00,4914.2,45.0,26.41,0.0,0,4792.4,5088.2,16,4
2025-01-10 17:00:00,4792.4,45.0,26.41,0.0,0,4406.6,4914.2,17,4
2025-01-10 18:00:00,4406.6,45.0,26.41,0.0,0,3578.35,4792.4,18,4
2025-01-10 19:00:00,3578.35,45.0,26.41,0.0,0,2884.0,4406.6,19,4
2025-01-10 20:00:00,2884.0,45.0,26.41,0.0,0,2596.65,3578.35,20,4
2025-01-10 21:00:00,2596.65,45.0,26.41,0.0,0,2093.8,2884.0,21,4
2025-01-10 22:00:00,2093.8,45.0,26.41,0.0,0,1377.65,2596.65,22,4
2025-01-10 23:00:00,1377.65,45.0,26.41,0.0,0,842.55,2093.8,23,4
2025-01-11 00:00:00,842.55,43.0,10.75,0.0,0,553.35,1377.65,0,5
2025-01-11 01:00:00,553.35,43.0,10.75,0.0,0,453.3,842.55,1,5
2025-01-11 02:00:00,453.3,43.0,10.75,0.0,1,419.25,553.35,2,5
2025-01-11 03:00:00,419.25,43.0,10.75,0.0,0,570.0,453.3,3,5
2025-01-11 04:00:00,570.0,43.0,10.75,0.0,0,961.65,419.25,4,5
2025-01-11 05:00:00,961.65,43.0,10.75,0.0,0,1576.15,570.0,5,5
2025-01-11 06:00:00,1576.15,43.0,10.75,0.0,1,2172.65,961.65,6,5
2025-01-11 07:00:00,2172.65,43.0,10.75,0.0,0,2952.0,1576.15,7,5
2025-01-11 08:00:00,2952.0,43.0,10.75,0.0,0,3735.75,2172.65,8,5
2025-01-11 09:00:00,3735.75,43.0,10.75,0.0,0,4191.95,2952.0,9,5
2025-01-11 10:00:00,4191.95,43.0,10.75,0.0,0,4560.05,3735.75,10,5
2025-01-11 11:00:00,4560.05,43.0,10.75,0.0,0,4594.75,4191.95,11,5
2025-01-11 12:00:00,4594.75,43.0,10.75,0.0,0,4774.0,4560.05,12,5
2025-01-11 13:00:00,4774.0,43.0,10.75,0.0,0,4847.2,4594.75,13,5
2025-01-11 14:00:00,4847.2,43.0,10.75,0.0,0,4859.0,4774.0,14,5
2025-01-11 15:00:00,4859.0,43.0,10.75,0.0,1,4824.15,4847.2,15,5
2025-01-11 16:00:00,4824.15,43.0,10.75,0.0,2,4740.4,4859.0,16,5
2025-01-11 17:00:00,4740.4,43.0,10.75,0.0,0,4205.55,4824.15,17,5
2025-01-11 18:00:00,4205.55,43.0,10.75,0.0,0,3411.3,4740.4,18,5
2025-01-11 19:00:00,3411.3,43.0,10.75,0.0,0,2920.65,4205.55,19,5
2025-01-11 20:00:00,2920.65,43.0,10.75,0.0,0,2646.6,3411.3,20,5
2025-01-11 21:00:00,2646.6,43.0,10.75,0.0,0,2124.35,2920.65,21,5
2025-01-11 22:00:00,2124.35,43.0,10.75,0.0,1,1392.25,2646.6,22,5
2025-01-11 23:00:00,1392.25,43.0,10.75,0.0,1,909.9,2124.35,23,5
2025-01-12 00:00:00,909.9,40.0,1.6600000000000001,0.0,1,581.95,1392.25,0,6
2025-01-12 01:00:00,581.95,40.0,1.6600000000000001,0.0,1,470.4,909.9,1,6
2025-01-12 02:00:00,470.4,40.0,1.6600000000000001,0.0,2,367.9,581.95,2,6
2025-01-12 03:00:00,367.9,40.0,1.6600000000000001,0.0,0,480.2,470.4,3,6
2025-01-12 04:00:00,480.2,40.0,1.6600000000000001,0.0,0,782.85,367.9,4,6
2025-01-12 05:00:00,782.85,40.0,1.6600000000000001,0.0,0,1210.05,480.2,5,6
2025-01-12 06:00:00,1210.05,40.0,1.6600000000000001,0.0,0,1587.25,782.85,6,6
2025-01-12 07:00:00,1587.25,40.0,1.6600000000000001,0.0,0,2042.45,1210.05,7,6
2025-01-12 08:00:00,2042.45,40.0,1.6600000000000001,0.0,0,2937.6,1587.25,8,6
2025-01-12 09:00:00,2937.6,40.0,1.6600000000000001,0.0,0,3539.95,2042.45,9,6
2025-01-12 10:00:00,3539.95,40.0,1.6600000000000001,0.0,0,3923.45,2937.6,10,6
2025-01-12 11:00:00,3923.45,40.0,1.6600000000000001,0.0,0,4253.8,3539.95,11,6
2025-01-12 12:00:00,4253.8,40.0,1.6600000000000001,0.0,0,4536.05,3923.45,12,6
2025-01-12 13:00:00,4536.05,40.0,1.6600000000000001,0.0,1,4519.25,4253.8,13,6
2025-01-12 14:00:00,4519.25,40.0,1.6600000000000001,0.0,1,4527.3,4536.05,14,6
2025-01-12 15:00:00,4527.3,40.0,1.6600000000000001,0.0,0,4479.0,4519.25,15,6
2025-01-12 16:00:00,4479.0,40.0,1.6600000000000001,0.0,0,4178.85,4527.3,16,6
2025-01-12 17:00:00,4178.85,40.0,1.6600000000000001,0.0,0,3531.0,4479.0,17,6
2025-01-12 18:00:00,3531.0,40.0,1.6600000000000001,0.0,1,2986.8,4178.85,18,6
2025-01-12 19:00:00,2986.8,40.0,1.6600000000000001,0.0,0,2478.7,3531.0,19,6
2025-01-12 20:00:00,2478.7,40.0,1.6600000000000001,0.0,0,2066.4,2986.8,20,6
2025-01-12 21:00:00,2066.4,40.0,1.6600000000000001,0.0,0,1405.05,2478.7,21,6
2025-01-12 22:00:00,1405.05,40.0,1.6600000000000001,0.0,0,847.35,2066.4,22,6
2025-01-12 23:00:00,847.35,40.0,1.6600000000000001,0.0,1,562.1,1405.05,23,6
2025-01-13 00:00:00,562.1,38.0,2.14,0.0,0,324.5,847.35,0,0
2025-01-13 01:00:00,324.5,38.0,2.14,0.0,2,292.35,562.1,1,0
2025-01-13 02:00:00,292.35,38.0,2.14,0.0,0,479.0,324.5,2,0
2025-01-13 03:00:00,479.0,38.0,2.14,0.0,0,1220.65,292.35,3,0
2025-01-13 04:00:00,1220.65,38.0,2.14,0.0,0,2695.55,479.0,4,0
2025-01-13 05:00:00,2695.55,38.0,2.14,0.0,0,3907.05,1220.65,5,0
2025-01-13 06:00:00,3907.05,38.0,2.14,0.0,1,4838.25,2695.55,6,0
2025-01-13 07:00:00,4838.25,38.0,2.14,0.0,1,4847.3,3907.05,7,0
2025-01-13 08:00:00,4847.3,38.0,2.14,0.0,0,4369.95,4838.25,8,0
2025-01-13 09:00:00,4369.95,38.0,2.14,0.0,0,3853.8,4847.3,9,0
2025-01-13 10:00:00,3853.8,38.0,2.14,0.0,0,3830.55,4369.95,10,0
2025-01-13 11:00:00,3830.55,38.0,2.14,0.0,1,4097.05,3853.8,11,0
2025-01-13 12:00:00,4097.05,38.0,2.14,0.0,2,4370.75,3830.55,12,0
2025-01-13 13:00:00,4370.75,38.0,2.14,0.0,1,4786.1,4097.05,13,0
2025-01-13 14:00:00,4786.1,38.0,2.14,0.0,0,5107.4,4370.75,14,0
2025-01-13 15:00:00,5107.4,38.0,2.14,0.0,0,4950.45,4786.1,15,0
2025-01-13 16:00:00,4950.45,38.0,2.14,0.0,1,4802.45,5107.4,16,0
